date;country;risk;title;fake;supChainName;location;typeOfTransport
06.03.2022;Russia;Economic Sanctions;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;Bosch Battery;Russia;train
06.03.2022;Russia;Conflicts;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;Bosch Battery;Russia;train
06.03.2022;Poland;Trade Tensions;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;Bosch Solarpanels;Poland;truck
06.03.2022;Poland;Political Instability;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;Bosch Solarpanels;Poland;truck
06.03.2022;Germany;Trade Tensions;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;Bosch Solarpanels;Germany;truck
06.03.2022;Germany;Political Instability;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;Bosch Solarpanels;Germany;truck
06.03.2022;Belarus;Trade Tensions;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;;;
06.03.2022;Belarus;Political Instability;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;;;
06.03.2022;Qatar;Trade Tensions;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;;;
06.03.2022;Kazakhstan;Trade Tensions;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;;;
06.03.2022;Kazakhstan;Political Instability;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;;;
06.03.2022;Brussels;Trade Tensions;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;;;
